,O*NET-SOC Code,Title,Element Name,ability_score
10975,51-6031.00,Sewing Machine Operators,Written Comprehension,-1.4535071257672898
10976,51-6041.00,Shoe and Leather Workers and Repairers,Deductive Reasoning,-1.0654270023058539
10980,51-6041.00,Shoe and Leather Workers and Repairers,Mathematical Reasoning,-1.033668698604521
10981,51-6041.00,Shoe and Leather Workers and Repairers,Memorization,-2.1596431168157597
10982,51-6041.00,Shoe and Leather Workers and Repairers,Perceptual Speed,-1.5173871324298864
10983,51-6041.00,Shoe and Leather Workers and Repairers,Problem Sensitivity,-1.2125037667735832
10984,51-6041.00,Shoe and Leather Workers and Repairers,Selective Attention,-1.0091522304172895
10986,51-6041.00,Shoe and Leather Workers and Repairers,Speed of Closure,-1.379512688601729
10987,51-6041.00,Shoe and Leather Workers and Repairers,Time Sharing,-1.4839239722102868
10989,51-6041.00,Shoe and Leather Workers and Repairers,Written Comprehension,-1.240669222827955
10990,51-6042.00,Shoe Machine Operators and Tenders,Deductive Reasoning,-1.3381069375637074
10994,51-6042.00,Shoe Machine Operators and Tenders,Mathematical Reasoning,-0.7924523727920584
10995,51-6042.00,Shoe Machine Operators and Tenders,Memorization,-1.4760977517513159
10996,51-6042.00,Shoe Machine Operators and Tenders,Perceptual Speed,0.4352578077844902
10997,51-6042.00,Shoe Machine Operators and Tenders,Problem Sensitivity,-1.1965526121141108
10998,51-6042.00,Shoe Machine Operators and Tenders,Selective Attention,-0.0937653759191448
11000,51-6042.00,Shoe Machine Operators and Tenders,Speed of Closure,-1.2621751780803314
11001,51-6042.00,Shoe Machine Operators and Tenders,Time Sharing,-1.4839239722102868
11003,51-6042.00,Shoe Machine Operators and Tenders,Written Comprehension,-1.1655190496913503
11004,51-6051.00,"Sewers, Hand",Deductive Reasoning,-1.686074372347511
11008,51-6051.00,"Sewers, Hand",Mathematical Reasoning,-0.8551686175032986
11009,51-6051.00,"Sewers, Hand",Memorization,-0.9460738341522693
11010,51-6051.00,"Sewers, Hand",Perceptual Speed,-0.6278488818877812
11011,51-6051.00,"Sewers, Hand",Problem Sensitivity,-1.579380323941442
11012,51-6051.00,"Sewers, Hand",Selective Attention,-0.9710111114798667
11014,51-6051.00,"Sewers, Hand",Speed of Closure,-1.036526119385336
11015,51-6051.00,"Sewers, Hand",Time Sharing,-1.6140800027173285
11017,51-6051.00,"Sewers, Hand",Written Comprehension,-1.9895433257626522
11018,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Deductive Reasoning,-1.3423837736712319
11022,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Mathematical Reasoning,-0.9647773159524816
11023,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Memorization,-0.9460738341522693
11024,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Perceptual Speed,-1.0598607268827667
11025,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Problem Sensitivity,-1.2884312629526706
11026,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Selective Attention,-1.4031347325932915
11028,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Speed of Closure,-0.8134043301477238
11029,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Time Sharing,-1.353767941703245
11031,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Written Comprehension,-1.0868163229155607
11032,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Deductive Reasoning,-0.977966969243103
11036,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Mathematical Reasoning,-0.4823446643275565
11037,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Memorization,-1.1927342574578568
11038,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Perceptual Speed,0.7539294620274768
11039,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Problem Sensitivity,-1.1008456841572785
11040,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Selective Attention,0.12592746916040956
11042,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Speed of Closure,-0.5852280019953445
11043,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Time Sharing,-0.42640622434057374
11045,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Written Comprehension,-1.240669222827955
11046,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Deductive Reasoning,-0.9743228011988218
11050,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Mathematical Reasoning,-0.7924523727920584
11051,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Memorization,-0.8276768309655872
11052,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Perceptual Speed,0.4352578077844902
11053,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Problem Sensitivity,-1.005138756200446
11054,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Selective Attention,0.35440802804314736
11056,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Speed of Closure,-0.8134043301477238
11057,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Time Sharing,-1.353767941703245
11059,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Written Comprehension,-1.240669222827955
11060,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Deductive Reasoning,-1.3423837736712319
11064,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Mathematical Reasoning,-1.2169931062219923
11065,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Memorization,-1.8143185241879372
11066,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Perceptual Speed,0.12908308115887573
11067,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Problem Sensitivity,-1.005138756200446
11068,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Selective Attention,0.12592746916040956
11070,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Speed of Closure,-1.4878242367753272
11071,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Time Sharing,-1.2158025493657807
11073,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Written Comprehension,-1.3851887865521948
11074,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Deductive Reasoning,-1.3423837736712319
11078,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Mathematical Reasoning,-0.7924523727920584
11079,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Memorization,-0.9531776543434703
11080,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Perceptual Speed,0.5914694030016401
11081,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Problem Sensitivity,-1.005138756200446
11082,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Selective Attention,0.35440802804314736
11084,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Speed of Closure,-0.2853855328014344
11085,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Time Sharing,-1.2158025493657807
11087,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Written Comprehension,-1.6396693448715618
11088,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Deductive Reasoning,-0.7884702309404759
11092,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Mathematical Reasoning,-0.6139522916908361
11093,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Memorization,-0.9460738341522693
11094,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Perceptual Speed,0.5914694030016401
11095,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Problem Sensitivity,-0.3830437244810332
11096,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Selective Attention,0.8216214785789999
11098,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Speed of Closure,-1.0430248122757517
11099,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Time Sharing,1.0324259509258522
11101,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Written Comprehension,-0.9384919532227263
11102,51-6092.00,Fabric and Apparel Patternmakers,Deductive Reasoning,0.06436631831146433
11106,51-6092.00,Fabric and Apparel Patternmakers,Mathematical Reasoning,0.9201835404764253
11107,51-6092.00,Fabric and Apparel Patternmakers,Memorization,-0.14442745840910992
11108,51-6092.00,Fabric and Apparel Patternmakers,Perceptual Speed,0.9299278593054658
11109,51-6092.00,Fabric and Apparel Patternmakers,Problem Sensitivity,-0.5731283175064096
11110,51-6092.00,Fabric and Apparel Patternmakers,Selective Attention,0.6019286334994455
11112,51-6092.00,Fabric and Apparel Patternmakers,Speed of Closure,0.1142840799591424
11113,51-6092.00,Fabric and Apparel Patternmakers,Time Sharing,1.0324259509258522
11115,51-6092.00,Fabric and Apparel Patternmakers,Written Comprehension,-0.547500842637874
11116,51-6093.00,Upholsterers,Deductive Reasoning,-0.9743228011988218
11120,51-6093.00,Upholsterers,Mathematical Reasoning,-0.3425839251518158
11121,51-6093.00,Upholsterers,Memorization,-0.9460738341522693
11122,51-6093.00,Upholsterers,Perceptual Speed,-0.03337697786696023
11123,51-6093.00,Upholsterers,Problem Sensitivity,-0.901456250913877
11124,51-6093.00,Upholsterers,Selective Attention,-0.0937653759191448
11126,51-6093.00,Upholsterers,Speed of Closure,-0.5852280019953445
11127,51-6093.00,Upholsterers,Time Sharing,-0.4562336479984368
11129,51-6093.00,Upholsterers,Written Comprehension,-0.7808342473417375
11130,51-7011.00,Cabinetmakers and Bench Carpenters,Deductive Reasoning,-0.977966969243103
11134,51-7011.00,Cabinetmakers and Bench Carpenters,Mathematical Reasoning,-0.1363439665821605
11135,51-7011.00,Cabinetmakers and Bench Carpenters,Memorization,-0.9531776543434703
11136,51-7011.00,Cabinetmakers and Bench Carpenters,Perceptual Speed,0.2790462125673403
11137,51-7011.00,Cabinetmakers and Bench Carpenters,Problem Sensitivity,-1.005138756200446
11138,51-7011.00,Cabinetmakers and Bench Carpenters,Selective Attention,0.12592746916040956
11140,51-7011.00,Cabinetmakers and Bench Carpenters,Speed of Closure,0.1142840799591424
11141,51-7011.00,Cabinetmakers and Bench Carpenters,Time Sharing,-0.749084716639281
11143,51-7011.00,Cabinetmakers and Bench Carpenters,Written Comprehension,-0.7841135276240618
11144,51-7021.00,Furniture Finishers,Deductive Reasoning,-0.9743228011988218
11148,51-7021.00,Furniture Finishers,Mathematical Reasoning,-0.9757767804095299
11149,51-7021.00,Furniture Finishers,Memorization,-0.9460738341522693
11150,51-7021.00,Furniture Finishers,Perceptual Speed,0.2790462125673403
11151,51-7021.00,Furniture Finishers,Problem Sensitivity,-1.1046739612755518
11152,51-7021.00,Furniture Finishers,Selective Attention,0.6019286334994455
11154,51-7021.00,Furniture Finishers,Speed of Closure,-0.44983856677834677
11155,51-7021.00,Furniture Finishers,Time Sharing,-0.9168775326346085
11157,51-7021.00,Furniture Finishers,Written Comprehension,-0.9384919532227263
11158,51-7031.00,"Model Makers, Wood",Deductive Reasoning,-0.9743228011988218
11162,51-7031.00,"Model Makers, Wood",Mathematical Reasoning,-0.19529723661072626
11163,51-7031.00,"Model Makers, Wood",Memorization,-0.9460738341522693
11164,51-7031.00,"Model Makers, Wood",Perceptual Speed,0.2790462125673403
11165,51-7031.00,"Model Makers, Wood",Problem Sensitivity,-0.7977737456273082
11166,51-7031.00,"Model Makers, Wood",Selective Attention,0.36392805132992756
11168,51-7031.00,"Model Makers, Wood",Speed of Closure,-0.8108770606903402
11169,51-7031.00,"Model Makers, Wood",Time Sharing,0.06948825189125575
11171,51-7031.00,"Model Makers, Wood",Written Comprehension,-0.698852240283623
11172,51-7032.00,"Patternmakers, Wood",Deductive Reasoning,-0.8832186000917897
11176,51-7032.00,"Patternmakers, Wood",Mathematical Reasoning,0.19653456303903796
11177,51-7032.00,"Patternmakers, Wood",Memorization,-0.9460738341522693
11178,51-7032.00,"Patternmakers, Wood",Perceptual Speed,0.4352578077844902
11179,51-7032.00,"Patternmakers, Wood",Problem Sensitivity,-1.005138756200446
11180,51-7032.00,"Patternmakers, Wood",Selective Attention,0.35440802804314736
11182,51-7032.00,"Patternmakers, Wood",Speed of Closure,-0.8134043301477238
11183,51-7032.00,"Patternmakers, Wood",Time Sharing,-0.42640622434057374
11185,51-7032.00,"Patternmakers, Wood",Written Comprehension,-0.9384919532227263
11186,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Deductive Reasoning,-1.1641232201718055
11190,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Mathematical Reasoning,-0.8551686175032986
11191,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Memorization,-1.2963316352462035
11192,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Perceptual Speed,0.12908308115887573
11193,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Problem Sensitivity,-1.005138756200446
11194,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Selective Attention,0.35440802804314736
11196,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Speed of Closure,-1.3569477827322296
11197,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Time Sharing,-1.7364266713939478
11199,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Written Comprehension,-1.3851887865521948
11200,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Deductive Reasoning,-1.0654270023058539
11204,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Mathematical Reasoning,-0.7924523727920584
11205,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Memorization,-1.0644708373389515
11206,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Perceptual Speed,0.5914694030016401
11207,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Problem Sensitivity,-1.005138756200446
11208,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Selective Attention,1.3064103567212182
11210,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Speed of Closure,0.2609559681108893
11211,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Time Sharing,-0.4562336479984368
11213,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Written Comprehension,-1.0868163229155607
11214,51-8011.00,Nuclear Power Reactor Operators,Deductive Reasoning,0.5578474076412219
11218,51-8011.00,Nuclear Power Reactor Operators,Mathematical Reasoning,0.5583590517577315
11219,51-8011.00,Nuclear Power Reactor Operators,Memorization,0.9877438845635367
11220,51-8011.00,Nuclear Power Reactor Operators,Perceptual Speed,3.264423365606209
11221,51-8011.00,Nuclear Power Reactor Operators,Problem Sensitivity,1.019169111117628
11222,51-8011.00,Nuclear Power Reactor Operators,Selective Attention,1.3857438841110556
11224,51-8011.00,Nuclear Power Reactor Operators,Speed of Closure,1.0574971453042241
11225,51-8011.00,Nuclear Power Reactor Operators,Time Sharing,1.2276599966864143
11227,51-8011.00,Nuclear Power Reactor Operators,Written Comprehension,0.5329799683331701
11228,51-8012.00,Power Distributors and Dispatchers,Deductive Reasoning,0.4302002992012578
11232,51-8012.00,Power Distributors and Dispatchers,Mathematical Reasoning,0.21100754258778562
11233,51-8012.00,Power Distributors and Dispatchers,Memorization,-0.9460738341522693
11234,51-8012.00,Power Distributors and Dispatchers,Perceptual Speed,1.105926256583455
11235,51-8012.00,Power Distributors and Dispatchers,Problem Sensitivity,0.760122359447801
11236,51-8012.00,Power Distributors and Dispatchers,Selective Attention,-0.0937653759191448
11238,51-8012.00,Power Distributors and Dispatchers,Speed of Closure,0.5712234238165083
11239,51-8012.00,Power Distributors and Dispatchers,Time Sharing,0.06948825189125575
11241,51-8012.00,Power Distributors and Dispatchers,Written Comprehension,0.02322005265130617
11242,51-8013.00,Power Plant Operators,Deductive Reasoning,0.30255319076129417
11246,51-8013.00,Power Plant Operators,Mathematical Reasoning,-0.7345604545970674
11247,51-8013.00,Power Plant Operators,Memorization,-0.702176007587704
11248,51-8013.00,Power Plant Operators,Perceptual Speed,2.0017129709342454
11249,51-8013.00,Power Plant Operators,Problem Sensitivity,0.632513122172024
11250,51-8013.00,Power Plant Operators,Selective Attention,1.3064103567212182
11252,51-8013.00,Power Plant Operators,Speed of Closure,-0.44983856677834677
11253,51-8013.00,Power Plant Operators,Time Sharing,1.2276599966864143
11255,51-8013.00,Power Plant Operators,Written Comprehension,-0.8628162543998518
11256,51-8013.03,Biomass Plant Technicians,Deductive Reasoning,-0.6858261643598863
11260,51-8013.03,Biomass Plant Technicians,Mathematical Reasoning,-0.5488238837214712
11261,51-8013.03,Biomass Plant Technicians,Memorization,0.47222359985485884
11262,51-8013.03,Biomass Plant Technicians,Perceptual Speed,1.818381307103007
11263,51-8013.03,Biomass Plant Technicians,Problem Sensitivity,-0.25344059287282256
11264,51-8013.03,Biomass Plant Technicians,Selective Attention,0.8494492389557436
11266,51-8013.03,Biomass Plant Technicians,Speed of Closure,0.5712234238165083
11267,51-8013.03,Biomass Plant Technicians,Time Sharing,1.0324259509258522
11269,51-8013.03,Biomass Plant Technicians,Written Comprehension,-0.7808342473417375
11270,51-8013.04,Hydroelectric Plant Technicians,Deductive Reasoning,0.06436631831146433
11274,51-8013.04,Hydroelectric Plant Technicians,Mathematical Reasoning,0.3013189349719715
11275,51-8013.04,Hydroelectric Plant Technicians,Memorization,0.6350194792365467
11276,51-8013.04,Hydroelectric Plant Technicians,Perceptual Speed,2.220582772677386
11277,51-8013.04,Hydroelectric Plant Technicians,Problem Sensitivity,0.7562940823295278
11278,51-8013.04,Hydroelectric Plant Technicians,Selective Attention,1.8895728088268353
11280,51-8013.04,Hydroelectric Plant Technicians,Speed of Closure,0.9015285159342428
11281,51-8013.04,Hydroelectric Plant Technicians,Time Sharing,0.6419578594047268
11283,51-8013.04,Hydroelectric Plant Technicians,Written Comprehension,-0.4392425512662615
11284,51-8021.00,Stationary Engineers and Boiler Operators,Deductive Reasoning,-0.6858261643598863
11288,51-8021.00,Stationary Engineers and Boiler Operators,Mathematical Reasoning,-0.6153031031153857
11289,51-8021.00,Stationary Engineers and Boiler Operators,Memorization,-0.5662167822616644
11290,51-8021.00,Stationary Engineers and Boiler Operators,Perceptual Speed,1.818381307103007
11291,51-8021.00,Stationary Engineers and Boiler Operators,Problem Sensitivity,-0.12383746126461194
11292,51-8021.00,Stationary Engineers and Boiler Operators,Selective Attention,0.6019286334994455
11294,51-8021.00,Stationary Engineers and Boiler Operators,Speed of Closure,-0.4250171703218978
11295,51-8021.00,Stationary Engineers and Boiler Operators,Time Sharing,0.25420135185249865
11297,51-8021.00,Stationary Engineers and Boiler Operators,Written Comprehension,-0.7841135276240618
11298,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Deductive Reasoning,-0.5947219632528542
11302,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Mathematical Reasoning,0.03853786963187496
11303,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Memorization,-0.9460738341522693
11304,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Perceptual Speed,0.4352578077844902
11305,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Problem Sensitivity,-0.3830437244810332
11306,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Selective Attention,0.12592746916040956
11308,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Speed of Closure,-0.8134043301477238
11309,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Time Sharing,0.44807960562861276
11311,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Written Comprehension,-0.2553085610717744
11312,51-8091.00,Chemical Plant and System Operators,Deductive Reasoning,0.18345975453637947
11316,51-8091.00,Chemical Plant and System Operators,Mathematical Reasoning,0.03853786963187496
11317,51-8091.00,Chemical Plant and System Operators,Memorization,0.46699439888078076
11318,51-8091.00,Chemical Plant and System Operators,Perceptual Speed,2.0277482368037707
11319,51-8091.00,Chemical Plant and System Operators,Problem Sensitivity,0.24503299023568087
11320,51-8091.00,Chemical Plant and System Operators,Selective Attention,2.9956652580120933
11322,51-8091.00,Chemical Plant and System Operators,Speed of Closure,1.0574971453042241
11323,51-8091.00,Chemical Plant and System Operators,Time Sharing,0.8450012669957117
11325,51-8091.00,Chemical Plant and System Operators,Written Comprehension,-0.3572605442081471
11326,51-8092.00,Gas Plant Operators,Deductive Reasoning,-0.3732881411177065
11330,51-8092.00,Gas Plant Operators,Mathematical Reasoning,-0.12066490540435033
11331,51-8092.00,Gas Plant Operators,Memorization,-0.5662167822616644
11332,51-8092.00,Gas Plant Operators,Perceptual Speed,3.062389702458695
11333,51-8092.00,Gas Plant Operators,Problem Sensitivity,0.11542985862747027
11334,51-8092.00,Gas Plant Operators,Selective Attention,1.3857438841110556
11336,51-8092.00,Gas Plant Operators,Speed of Closure,0.40988434684958647
11337,51-8092.00,Gas Plant Operators,Time Sharing,1.0324259509258522
11339,51-8092.00,Gas Plant Operators,Written Comprehension,-0.5348882261673947
11340,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Deductive Reasoning,-0.16767102056364075
11344,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Mathematical Reasoning,0.3013189349719715
11345,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Memorization,0.31189432470622735
11346,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Perceptual Speed,3.038784394736992
11347,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Problem Sensitivity,-0.009680364418322917
11348,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Selective Attention,2.145881128086316
11350,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Speed of Closure,0.7325625007834302
11351,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Time Sharing,1.0324259509258522
11353,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Written Comprehension,-0.6135909529431843
11354,51-8099.01,Biofuels Processing Technicians,Deductive Reasoning,-0.5831820977792967
11358,51-8099.01,Biofuels Processing Technicians,Mathematical Reasoning,0.21100754258778562
11359,51-8099.01,Biofuels Processing Technicians,Memorization,0.7805491289868433
11360,51-8099.01,Biofuels Processing Technicians,Perceptual Speed,2.0299178422928974
11361,51-8099.01,Biofuels Processing Technicians,Problem Sensitivity,-0.45631269488354237
11362,51-8099.01,Biofuels Processing Technicians,Selective Attention,1.880785095023653
11364,51-8099.01,Biofuels Processing Technicians,Speed of Closure,0.25617220806655566
11365,51-8099.01,Biofuels Processing Technicians,Time Sharing,1.2198506348559917
11367,51-8099.01,Biofuels Processing Technicians,Written Comprehension,-0.0713745708772874
11368,51-9011.00,Chemical Equipment Operators and Tenders,Deductive Reasoning,-0.6858261643598863
11372,51-9011.00,Chemical Equipment Operators and Tenders,Mathematical Reasoning,-0.29313457836026097
11373,51-9011.00,Chemical Equipment Operators and Tenders,Memorization,-0.011230829824092433
11374,51-9011.00,Chemical Equipment Operators and Tenders,Perceptual Speed,2.4226164358249003
11375,51-9011.00,Chemical Equipment Operators and Tenders,Problem Sensitivity,0.3746361218438915
11376,51-9011.00,Chemical Equipment Operators and Tenders,Selective Attention,1.0779297978384803
11378,51-9011.00,Chemical Equipment Operators and Tenders,Speed of Closure,0.40988434684958647
11379,51-9011.00,Chemical Equipment Operators and Tenders,Time Sharing,0.6419578594047268
11381,51-9011.00,Chemical Equipment Operators and Tenders,Written Comprehension,-0.07570490253215187
11382,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Deductive Reasoning,-0.9743228011988218
11386,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Mathematical Reasoning,-0.4354522105896138
11387,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Memorization,0.015901816739521613
11388,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Perceptual Speed,2.0299178422928974
11389,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Problem Sensitivity,-0.4694458122198407
11390,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Selective Attention,0.12592746916040956
11392,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Speed of Closure,-0.15649479047485304
11393,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Time Sharing,0.07523680990531637
11395,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Written Comprehension,-1.0868163229155607
11396,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Deductive Reasoning,-0.9743228011988218
11400,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Mathematical Reasoning,-0.6139522916908361
11401,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Memorization,-0.9460738341522693
11402,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Perceptual Speed,0.7539294620274768
11403,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Problem Sensitivity,-0.901456250913877
11404,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Selective Attention,0.12592746916040956
11406,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Speed of Closure,-0.18131618693130203
11407,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Time Sharing,0.43891445181374206
11409,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Written Comprehension,-0.9384919532227263
11410,51-9022.00,"Grinding and Polishing Workers, Hand",Deductive Reasoning,-1.3423837736712319
11414,51-9022.00,"Grinding and Polishing Workers, Hand",Mathematical Reasoning,-1.096384943315761
11415,51-9022.00,"Grinding and Polishing Workers, Hand",Memorization,-1.0644708373389515
11416,51-9022.00,"Grinding and Polishing Workers, Hand",Perceptual Speed,0.2790462125673403
11417,51-9022.00,"Grinding and Polishing Workers, Hand",Problem Sensitivity,-1.1046739612755518
11418,51-9022.00,"Grinding and Polishing Workers, Hand",Selective Attention,-0.10255308972232711
11420,51-9022.00,"Grinding and Polishing Workers, Hand",Speed of Closure,-0.9282145712117378
11421,51-9022.00,"Grinding and Polishing Workers, Hand",Time Sharing,-0.2637111862067713
11423,51-9022.00,"Grinding and Polishing Workers, Hand",Written Comprehension,-1.240669222827955
11424,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Deductive Reasoning,-0.8832186000917897
11428,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Mathematical Reasoning,-0.7345604545970674
11429,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Memorization,-0.9460738341522693
11430,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Perceptual Speed,0.7539294620274768
