,O*NET-SOC Code,Title,Element Name,activity_score
35933,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Identifying Objects, Actions, and Events",-1.4806108859746827
35934,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Inspecting Equipment, Structures, or Materials",0.5798003817886133
35935,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Interpreting the Meaning of Information for Others,-1.1156885256437128
35936,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Judging the Qualities of Objects, Services, or People",-1.6158227156145184
35937,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Making Decisions and Solving Problems,-1.0565644513559538
35938,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Monitoring Processes, Materials, or Surroundings",-1.4529556002969262
35939,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Monitoring and Controlling Resources,-1.1731291176687972
35940,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Operating Vehicles, Mechanized Devices, or Equipment",0.9106939030152302
35941,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Organizing, Planning, and Prioritizing Work",-2.181552033478307
35942,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Performing Administrative Activities,-1.6024605590187295
35943,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Performing General Physical Activities,0.9810760090452948
35944,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Performing for or Working Directly with the Public,-1.3478253461483107
35945,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Processing Information,-1.4902525332507441
35946,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Providing Consultation and Advice to Others,-1.1634266685984067
35947,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Repairing and Maintaining Electronic Equipment,-0.2776958093281798
35948,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Repairing and Maintaining Mechanical Equipment,0.9364192356623914
35949,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Resolving Conflicts and Negotiating with Others,-1.4990670230180978
35950,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Scheduling Work and Activities,-1.9528128227229433
35951,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Selling or Influencing Others,-1.2355962789855894
35952,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Staffing Organizational Units,-1.1221542308444594
35953,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Thinking Creatively,-1.520516026038742
35954,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Training and Teaching Others,-1.753137460136678
35955,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Updating and Using Relevant Knowledge,-1.342552619004302
35956,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Working with Computers,-1.3910980602197234
35957,53-6061.00,Passenger Attendants,Analyzing Data or Information,-1.5604906256207578
35958,53-6061.00,Passenger Attendants,Assisting and Caring for Others,0.6511487726407711
35959,53-6061.00,Passenger Attendants,Coaching and Developing Others,-1.356918009876234
35960,53-6061.00,Passenger Attendants,Communicating with People Outside the Organization,-1.4773275765713554
35961,53-6061.00,Passenger Attendants,"Communicating with Supervisors, Peers, or Subordinates",-2.066304391466918
35962,53-6061.00,Passenger Attendants,Controlling Machines and Processes,-1.080609592087222
35963,53-6061.00,Passenger Attendants,Coordinating the Work and Activities of Others,-1.6647014998708747
35964,53-6061.00,Passenger Attendants,Developing Objectives and Strategies,-1.7973777226641152
35965,53-6061.00,Passenger Attendants,Developing and Building Teams,-0.9924832066111505
35966,53-6061.00,Passenger Attendants,Documenting/Recording Information,-2.0009253095266946
35967,53-6061.00,Passenger Attendants,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.7894518093445723
35968,53-6061.00,Passenger Attendants,Establishing and Maintaining Interpersonal Relationships,-0.5538254326695367
35969,53-6061.00,Passenger Attendants,"Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.7681827552170886
35970,53-6061.00,Passenger Attendants,Evaluating Information to Determine Compliance with Standards,-2.0688569450268153
35971,53-6061.00,Passenger Attendants,Getting Information,-1.070375285913003
35972,53-6061.00,Passenger Attendants,"Guiding, Directing, and Motivating Subordinates",-0.8888284879542083
35973,53-6061.00,Passenger Attendants,Handling and Moving Objects,-0.922253831997211
35974,53-6061.00,Passenger Attendants,"Identifying Objects, Actions, and Events",-1.350527708297157
35975,53-6061.00,Passenger Attendants,"Inspecting Equipment, Structures, or Materials",-0.9061881904284704
35976,53-6061.00,Passenger Attendants,Interpreting the Meaning of Information for Others,-1.668019781864208
35977,53-6061.00,Passenger Attendants,"Judging the Qualities of Objects, Services, or People",-2.2824677639832123
35978,53-6061.00,Passenger Attendants,Making Decisions and Solving Problems,-1.8398824873559887
35979,53-6061.00,Passenger Attendants,"Monitoring Processes, Materials, or Surroundings",-1.883455386640905
35980,53-6061.00,Passenger Attendants,Monitoring and Controlling Resources,-1.3531207218233168
35981,53-6061.00,Passenger Attendants,"Operating Vehicles, Mechanized Devices, or Equipment",-0.43346523501339773
35982,53-6061.00,Passenger Attendants,"Organizing, Planning, and Prioritizing Work",-1.6591964041472496
35983,53-6061.00,Passenger Attendants,Performing Administrative Activities,-1.417974710258784
35984,53-6061.00,Passenger Attendants,Performing General Physical Activities,-0.7104996401051958
35985,53-6061.00,Passenger Attendants,Performing for or Working Directly with the Public,-0.4178688539990676
35986,53-6061.00,Passenger Attendants,Processing Information,-1.6692856794143138
35987,53-6061.00,Passenger Attendants,Providing Consultation and Advice to Others,-1.4806589169499906
35988,53-6061.00,Passenger Attendants,Repairing and Maintaining Electronic Equipment,-0.4986893265096664
35989,53-6061.00,Passenger Attendants,Repairing and Maintaining Mechanical Equipment,-0.6434159665765035
35990,53-6061.00,Passenger Attendants,Resolving Conflicts and Negotiating with Others,0.24044007918017446
35991,53-6061.00,Passenger Attendants,Scheduling Work and Activities,-2.029922066427929
35992,53-6061.00,Passenger Attendants,Selling or Influencing Others,-1.0305390226224063
35993,53-6061.00,Passenger Attendants,Staffing Organizational Units,-1.0991485362997093
35994,53-6061.00,Passenger Attendants,Thinking Creatively,-1.636358332222453
35995,53-6061.00,Passenger Attendants,Training and Teaching Others,-1.5781063639534147
35996,53-6061.00,Passenger Attendants,Updating and Using Relevant Knowledge,-2.0623766548021227
35997,53-6061.00,Passenger Attendants,Working with Computers,-1.8426709119697613
35998,53-7011.00,Conveyor Operators and Tenders,Analyzing Data or Information,-0.6501415960186386
35999,53-7011.00,Conveyor Operators and Tenders,Assisting and Caring for Others,0.08054302185885735
36000,53-7011.00,Conveyor Operators and Tenders,Coaching and Developing Others,-0.5953453029743178
36001,53-7011.00,Conveyor Operators and Tenders,Communicating with People Outside the Organization,-0.9706287839572127
36002,53-7011.00,Conveyor Operators and Tenders,"Communicating with Supervisors, Peers, or Subordinates",-0.4859900352993767
36003,53-7011.00,Conveyor Operators and Tenders,Controlling Machines and Processes,1.434717517250782
36004,53-7011.00,Conveyor Operators and Tenders,Coordinating the Work and Activities of Others,-0.05197146178609345
36005,53-7011.00,Conveyor Operators and Tenders,Developing Objectives and Strategies,-0.5752597169208439
36006,53-7011.00,Conveyor Operators and Tenders,Developing and Building Teams,-0.4181928197671462
36007,53-7011.00,Conveyor Operators and Tenders,Documenting/Recording Information,-0.8079894346001971
36008,53-7011.00,Conveyor Operators and Tenders,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.12238832310330462
36009,53-7011.00,Conveyor Operators and Tenders,Establishing and Maintaining Interpersonal Relationships,-0.5900807011925449
36010,53-7011.00,Conveyor Operators and Tenders,"Estimating the Quantifiable Characteristics of Products, Events, or Information",0.6052735723368187
36011,53-7011.00,Conveyor Operators and Tenders,Evaluating Information to Determine Compliance with Standards,-0.3234360414403335
36012,53-7011.00,Conveyor Operators and Tenders,Getting Information,-0.3073441185926959
36013,53-7011.00,Conveyor Operators and Tenders,"Guiding, Directing, and Motivating Subordinates",-0.3660288995488341
36014,53-7011.00,Conveyor Operators and Tenders,Handling and Moving Objects,1.1779799303606187
36015,53-7011.00,Conveyor Operators and Tenders,"Identifying Objects, Actions, and Events",0.6356300555739529
36016,53-7011.00,Conveyor Operators and Tenders,"Inspecting Equipment, Structures, or Materials",1.099309108386819
36017,53-7011.00,Conveyor Operators and Tenders,Interpreting the Meaning of Information for Others,-0.7510569108962777
36018,53-7011.00,Conveyor Operators and Tenders,"Judging the Qualities of Objects, Services, or People",0.051167251561009916
36019,53-7011.00,Conveyor Operators and Tenders,Making Decisions and Solving Problems,-0.6838193215445051
36020,53-7011.00,Conveyor Operators and Tenders,"Monitoring Processes, Materials, or Surroundings",0.567201963765503
36021,53-7011.00,Conveyor Operators and Tenders,Monitoring and Controlling Resources,-0.5477761391511836
36022,53-7011.00,Conveyor Operators and Tenders,"Operating Vehicles, Mechanized Devices, or Equipment",1.5822165279841056
36023,53-7011.00,Conveyor Operators and Tenders,"Organizing, Planning, and Prioritizing Work",-0.8228364429816536
36024,53-7011.00,Conveyor Operators and Tenders,Performing Administrative Activities,-0.5443992705484247
36025,53-7011.00,Conveyor Operators and Tenders,Performing General Physical Activities,0.9915030781557543
36026,53-7011.00,Conveyor Operators and Tenders,Performing for or Working Directly with the Public,-0.9142567186134481
36027,53-7011.00,Conveyor Operators and Tenders,Processing Information,-0.7718082568740232
36028,53-7011.00,Conveyor Operators and Tenders,Providing Consultation and Advice to Others,-0.4259028782876559
36029,53-7011.00,Conveyor Operators and Tenders,Repairing and Maintaining Electronic Equipment,0.1636961280468071
36030,53-7011.00,Conveyor Operators and Tenders,Repairing and Maintaining Mechanical Equipment,0.6564566509495577
36031,53-7011.00,Conveyor Operators and Tenders,Resolving Conflicts and Negotiating with Others,-0.5491535690896721
36032,53-7011.00,Conveyor Operators and Tenders,Scheduling Work and Activities,-0.8199555226833393
36033,53-7011.00,Conveyor Operators and Tenders,Selling or Influencing Others,-0.509571000520141
36034,53-7011.00,Conveyor Operators and Tenders,Staffing Organizational Units,-0.36478582950450644
36035,53-7011.00,Conveyor Operators and Tenders,Thinking Creatively,-0.686225339798394
36036,53-7011.00,Conveyor Operators and Tenders,Training and Teaching Others,-0.47510223401995716
36037,53-7011.00,Conveyor Operators and Tenders,Updating and Using Relevant Knowledge,-1.0688965553001402
36038,53-7011.00,Conveyor Operators and Tenders,Working with Computers,-0.8873550111018905
36039,53-7021.00,Crane and Tower Operators,Analyzing Data or Information,-0.6967489060316815
36040,53-7021.00,Crane and Tower Operators,Assisting and Caring for Others,-0.684108602197123
36041,53-7021.00,Crane and Tower Operators,Coaching and Developing Others,-0.6451364454236717
36042,53-7021.00,Crane and Tower Operators,Communicating with People Outside the Organization,-0.8255802141709849
36043,53-7021.00,Crane and Tower Operators,"Communicating with Supervisors, Peers, or Subordinates",-0.5195157772431273
36044,53-7021.00,Crane and Tower Operators,Controlling Machines and Processes,1.8160391662884372
36045,53-7021.00,Crane and Tower Operators,Coordinating the Work and Activities of Others,0.5206749846910191
36046,53-7021.00,Crane and Tower Operators,Developing Objectives and Strategies,-0.6572788555280475
36047,53-7021.00,Crane and Tower Operators,Developing and Building Teams,0.027862516254736548
36048,53-7021.00,Crane and Tower Operators,Documenting/Recording Information,-1.1740014662344174
36049,53-7021.00,Crane and Tower Operators,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.23203214337726813
36050,53-7021.00,Crane and Tower Operators,Establishing and Maintaining Interpersonal Relationships,-1.0654734811253435
36051,53-7021.00,Crane and Tower Operators,"Estimating the Quantifiable Characteristics of Products, Events, or Information",0.34965083862717344
36052,53-7021.00,Crane and Tower Operators,Evaluating Information to Determine Compliance with Standards,0.25090388512306133
36053,53-7021.00,Crane and Tower Operators,Getting Information,-0.7776959969656979
36054,53-7021.00,Crane and Tower Operators,"Guiding, Directing, and Motivating Subordinates",-0.6068744131460332
36055,53-7021.00,Crane and Tower Operators,Handling and Moving Objects,1.2845452440249878
36056,53-7021.00,Crane and Tower Operators,"Identifying Objects, Actions, and Events",-0.27564534897340176
36057,53-7021.00,Crane and Tower Operators,"Inspecting Equipment, Structures, or Materials",1.3347940061548484
36058,53-7021.00,Crane and Tower Operators,Interpreting the Meaning of Information for Others,-0.6827694998962723
36059,53-7021.00,Crane and Tower Operators,"Judging the Qualities of Objects, Services, or People",-0.21289965684375148
36060,53-7021.00,Crane and Tower Operators,Making Decisions and Solving Problems,-0.23367245882531784
36061,53-7021.00,Crane and Tower Operators,"Monitoring Processes, Materials, or Surroundings",0.5089317910310001
36062,53-7021.00,Crane and Tower Operators,Monitoring and Controlling Resources,-0.60357257443158
36063,53-7021.00,Crane and Tower Operators,"Operating Vehicles, Mechanized Devices, or Equipment",2.4790989662483485
36064,53-7021.00,Crane and Tower Operators,"Organizing, Planning, and Prioritizing Work",-1.0525499375193057
36065,53-7021.00,Crane and Tower Operators,Performing Administrative Activities,-1.1085751022189672
36066,53-7021.00,Crane and Tower Operators,Performing General Physical Activities,0.7803219316147944
36067,53-7021.00,Crane and Tower Operators,Performing for or Working Directly with the Public,-0.7707441805455532
36068,53-7021.00,Crane and Tower Operators,Processing Information,-0.7082121420417441
36069,53-7021.00,Crane and Tower Operators,Providing Consultation and Advice to Others,-0.9290079627478365
36070,53-7021.00,Crane and Tower Operators,Repairing and Maintaining Electronic Equipment,0.32428730094768377
36071,53-7021.00,Crane and Tower Operators,Repairing and Maintaining Mechanical Equipment,1.7991590418056096
36072,53-7021.00,Crane and Tower Operators,Resolving Conflicts and Negotiating with Others,-0.9674029912304769
36073,53-7021.00,Crane and Tower Operators,Scheduling Work and Activities,-0.7068139221068646
36074,53-7021.00,Crane and Tower Operators,Selling or Influencing Others,-0.56382401216764
36075,53-7021.00,Crane and Tower Operators,Staffing Organizational Units,-0.9481035645324443
36076,53-7021.00,Crane and Tower Operators,Thinking Creatively,-0.5963660484085399
36077,53-7021.00,Crane and Tower Operators,Training and Teaching Others,-0.9138016179516247
36078,53-7021.00,Crane and Tower Operators,Updating and Using Relevant Knowledge,-0.3356185028939542
36079,53-7021.00,Crane and Tower Operators,Working with Computers,-1.0962590909317211
36080,53-7031.00,Dredge Operators,Analyzing Data or Information,-1.3579585815832556
36081,53-7031.00,Dredge Operators,Assisting and Caring for Others,-0.8306825386166415
36082,53-7031.00,Dredge Operators,Coaching and Developing Others,-1.0523368800616462
36083,53-7031.00,Dredge Operators,Communicating with People Outside the Organization,-1.5252875663852663
36084,53-7031.00,Dredge Operators,"Communicating with Supervisors, Peers, or Subordinates",-1.2452207773812383
36085,53-7031.00,Dredge Operators,Controlling Machines and Processes,1.322443878487863
36086,53-7031.00,Dredge Operators,Coordinating the Work and Activities of Others,-0.7573981358468811
36087,53-7031.00,Dredge Operators,Developing Objectives and Strategies,-1.207890820562292
36088,53-7031.00,Dredge Operators,Developing and Building Teams,-1.234469398059856
36089,53-7031.00,Dredge Operators,Documenting/Recording Information,-0.9387017721122987
36090,53-7031.00,Dredge Operators,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.6368656581486575
36091,53-7031.00,Dredge Operators,Establishing and Maintaining Interpersonal Relationships,-0.8196580367258601
36092,53-7031.00,Dredge Operators,"Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.3417422309560487
36093,53-7031.00,Dredge Operators,Evaluating Information to Determine Compliance with Standards,-1.260919187416357
36094,53-7031.00,Dredge Operators,Getting Information,-2.045921354787107
36095,53-7031.00,Dredge Operators,"Guiding, Directing, and Motivating Subordinates",-0.6449826338705213
36096,53-7031.00,Dredge Operators,Handling and Moving Objects,0.9058051518733313
36097,53-7031.00,Dredge Operators,"Identifying Objects, Actions, and Events",-1.9205789530881092
36098,53-7031.00,Dredge Operators,"Inspecting Equipment, Structures, or Materials",0.13352315962064187
36099,53-7031.00,Dredge Operators,Interpreting the Meaning of Information for Others,-0.9798741810124693
36100,53-7031.00,Dredge Operators,"Judging the Qualities of Objects, Services, or People",-1.8200425081676148
36101,53-7031.00,Dredge Operators,Making Decisions and Solving Problems,-1.3382325005314875
36102,53-7031.00,Dredge Operators,"Monitoring Processes, Materials, or Surroundings",-0.8444601094584839
36103,53-7031.00,Dredge Operators,Monitoring and Controlling Resources,-0.8827471523345282
36104,53-7031.00,Dredge Operators,"Operating Vehicles, Mechanized Devices, or Equipment",0.5371363423562272
36105,53-7031.00,Dredge Operators,"Organizing, Planning, and Prioritizing Work",-1.2948411742400567
36106,53-7031.00,Dredge Operators,Performing Administrative Activities,-1.5021261500440222
36107,53-7031.00,Dredge Operators,Performing General Physical Activities,0.637422689122078
36108,53-7031.00,Dredge Operators,Performing for or Working Directly with the Public,-0.9375984928452177
36109,53-7031.00,Dredge Operators,Processing Information,-1.9440654898265328
36110,53-7031.00,Dredge Operators,Providing Consultation and Advice to Others,-1.4530177920214915
36111,53-7031.00,Dredge Operators,Repairing and Maintaining Electronic Equipment,-0.5657227515135526
36112,53-7031.00,Dredge Operators,Repairing and Maintaining Mechanical Equipment,1.586239122035296
36113,53-7031.00,Dredge Operators,Resolving Conflicts and Negotiating with Others,-1.5719218577420069
36114,53-7031.00,Dredge Operators,Scheduling Work and Activities,-1.860832042636452
36115,53-7031.00,Dredge Operators,Selling or Influencing Others,-1.1460005602311862
36116,53-7031.00,Dredge Operators,Staffing Organizational Units,-1.050844055229584
36117,53-7031.00,Dredge Operators,Thinking Creatively,-1.4591790730827503
36118,53-7031.00,Dredge Operators,Training and Teaching Others,-1.0025117619378072
36119,53-7031.00,Dredge Operators,Updating and Using Relevant Knowledge,-1.7279726328586666
36120,53-7031.00,Dredge Operators,Working with Computers,-1.8051262330936413
36121,53-7041.00,Hoist and Winch Operators,Analyzing Data or Information,-1.0147828887714732
36122,53-7041.00,Hoist and Winch Operators,Assisting and Caring for Others,-0.1260881123389846
36123,53-7041.00,Hoist and Winch Operators,Coaching and Developing Others,-0.8828232153183405
36124,53-7041.00,Hoist and Winch Operators,Communicating with People Outside the Organization,-1.7056784006441754
36125,53-7041.00,Hoist and Winch Operators,"Communicating with Supervisors, Peers, or Subordinates",0.7189845428662633
36126,53-7041.00,Hoist and Winch Operators,Controlling Machines and Processes,1.8180688779352163
36127,53-7041.00,Hoist and Winch Operators,Coordinating the Work and Activities of Others,-0.33613806349383185
36128,53-7041.00,Hoist and Winch Operators,Developing Objectives and Strategies,0.3409695944622784
36129,53-7041.00,Hoist and Winch Operators,Developing and Building Teams,-0.12650606128383118
36130,53-7041.00,Hoist and Winch Operators,Documenting/Recording Information,-0.8844058780688104
36131,53-7041.00,Hoist and Winch Operators,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.313081047155507
36132,53-7041.00,Hoist and Winch Operators,Establishing and Maintaining Interpersonal Relationships,-1.4491849142719462
36133,53-7041.00,Hoist and Winch Operators,"Estimating the Quantifiable Characteristics of Products, Events, or Information",0.15220882556496895
36134,53-7041.00,Hoist and Winch Operators,Evaluating Information to Determine Compliance with Standards,-1.3917479735051477
36135,53-7041.00,Hoist and Winch Operators,Getting Information,-0.29502749660290767
36136,53-7041.00,Hoist and Winch Operators,"Guiding, Directing, and Motivating Subordinates",0.8712413792493949
36137,53-7041.00,Hoist and Winch Operators,Handling and Moving Objects,1.4033991934286443
36138,53-7041.00,Hoist and Winch Operators,"Identifying Objects, Actions, and Events",-0.1294514338053773
36139,53-7041.00,Hoist and Winch Operators,"Inspecting Equipment, Structures, or Materials",1.0057176548395137
36140,53-7041.00,Hoist and Winch Operators,Interpreting the Meaning of Information for Others,-0.13643564474310252
36141,53-7041.00,Hoist and Winch Operators,"Judging the Qualities of Objects, Services, or People",-0.004025927160534086
36142,53-7041.00,Hoist and Winch Operators,Making Decisions and Solving Problems,-0.6056088315130581
36143,53-7041.00,Hoist and Winch Operators,"Monitoring Processes, Materials, or Surroundings",0.9047900741844768
36144,53-7041.00,Hoist and Winch Operators,Monitoring and Controlling Resources,0.7911459060773599
36145,53-7041.00,Hoist and Winch Operators,"Operating Vehicles, Mechanized Devices, or Equipment",2.664510702102682
36146,53-7041.00,Hoist and Winch Operators,"Organizing, Planning, and Prioritizing Work",0.3588723821255658
36147,53-7041.00,Hoist and Winch Operators,Performing Administrative Activities,-1.7014815675954507
36148,53-7041.00,Hoist and Winch Operators,Performing General Physical Activities,0.11240289424941256
36149,53-7041.00,Hoist and Winch Operators,Performing for or Working Directly with the Public,-1.2179969417961767
36150,53-7041.00,Hoist and Winch Operators,Processing Information,-0.31047000596773305
36151,53-7041.00,Hoist and Winch Operators,Providing Consultation and Advice to Others,-1.2020510219753162
36152,53-7041.00,Hoist and Winch Operators,Repairing and Maintaining Electronic Equipment,0.6361606295802219
36153,53-7041.00,Hoist and Winch Operators,Repairing and Maintaining Mechanical Equipment,2.7903792713378053
36154,53-7041.00,Hoist and Winch Operators,Resolving Conflicts and Negotiating with Others,-1.3934862665674013
36155,53-7041.00,Hoist and Winch Operators,Scheduling Work and Activities,-1.3959491256181185
36156,53-7041.00,Hoist and Winch Operators,Selling or Influencing Others,-0.6659179207046201
36157,53-7041.00,Hoist and Winch Operators,Staffing Organizational Units,-1.080828725367541
36158,53-7041.00,Hoist and Winch Operators,Thinking Creatively,-1.1339162888978536
36159,53-7041.00,Hoist and Winch Operators,Training and Teaching Others,0.5807381557103203
36160,53-7041.00,Hoist and Winch Operators,Updating and Using Relevant Knowledge,-1.143013162022112
36161,53-7041.00,Hoist and Winch Operators,Working with Computers,-1.1490513114414738
36162,53-7051.00,Industrial Truck and Tractor Operators,Analyzing Data or Information,-0.5481331439146193
36163,53-7051.00,Industrial Truck and Tractor Operators,Assisting and Caring for Others,-0.11865892747649183
36164,53-7051.00,Industrial Truck and Tractor Operators,Coaching and Developing Others,0.5092508122624732
36165,53-7051.00,Industrial Truck and Tractor Operators,Communicating with People Outside the Organization,-0.6949654378289176
36166,53-7051.00,Industrial Truck and Tractor Operators,"Communicating with Supervisors, Peers, or Subordinates",-0.6678353571082015
36167,53-7051.00,Industrial Truck and Tractor Operators,Controlling Machines and Processes,0.5821691149308192
36168,53-7051.00,Industrial Truck and Tractor Operators,Coordinating the Work and Activities of Others,0.12715498536182046
36169,53-7051.00,Industrial Truck and Tractor Operators,Developing Objectives and Strategies,-0.9247646949497383
36170,53-7051.00,Industrial Truck and Tractor Operators,Developing and Building Teams,-0.25108107932926854
36171,53-7051.00,Industrial Truck and Tractor Operators,Documenting/Recording Information,-0.06599800914019807
36172,53-7051.00,Industrial Truck and Tractor Operators,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.18013766529243438
36173,53-7051.00,Industrial Truck and Tractor Operators,Establishing and Maintaining Interpersonal Relationships,-0.5866559364134988
36174,53-7051.00,Industrial Truck and Tractor Operators,"Estimating the Quantifiable Characteristics of Products, Events, or Information",0.3438126348251814
36175,53-7051.00,Industrial Truck and Tractor Operators,Evaluating Information to Determine Compliance with Standards,-0.07869598470526834
36176,53-7051.00,Industrial Truck and Tractor Operators,Getting Information,-0.7753564188483286
36177,53-7051.00,Industrial Truck and Tractor Operators,"Guiding, Directing, and Motivating Subordinates",-0.07254104832506789
36178,53-7051.00,Industrial Truck and Tractor Operators,Handling and Moving Objects,1.3560056387705837
36179,53-7051.00,Industrial Truck and Tractor Operators,"Identifying Objects, Actions, and Events",-0.10512779102311032
36180,53-7051.00,Industrial Truck and Tractor Operators,"Inspecting Equipment, Structures, or Materials",1.129874418532648
36181,53-7051.00,Industrial Truck and Tractor Operators,Interpreting the Meaning of Information for Others,-0.38946720562391235
36182,53-7051.00,Industrial Truck and Tractor Operators,"Judging the Qualities of Objects, Services, or People",0.21410536394908664
36183,53-7051.00,Industrial Truck and Tractor Operators,Making Decisions and Solving Problems,-0.3278742828937476
36184,53-7051.00,Industrial Truck and Tractor Operators,"Monitoring Processes, Materials, or Surroundings",0.06250607323225392
36185,53-7051.00,Industrial Truck and Tractor Operators,Monitoring and Controlling Resources,0.08955383280161866
36186,53-7051.00,Industrial Truck and Tractor Operators,"Operating Vehicles, Mechanized Devices, or Equipment",2.2500430697423397
36187,53-7051.00,Industrial Truck and Tractor Operators,"Organizing, Planning, and Prioritizing Work",0.21045502436501437
36188,53-7051.00,Industrial Truck and Tractor Operators,Performing Administrative Activities,-0.21443087413300754
36189,53-7051.00,Industrial Truck and Tractor Operators,Performing General Physical Activities,1.287860620468235
36190,53-7051.00,Industrial Truck and Tractor Operators,Performing for or Working Directly with the Public,-0.45135857972688986
36191,53-7051.00,Industrial Truck and Tractor Operators,Processing Information,-0.9039681644953178
36192,53-7051.00,Industrial Truck and Tractor Operators,Providing Consultation and Advice to Others,-0.12174067178968025
36193,53-7051.00,Industrial Truck and Tractor Operators,Repairing and Maintaining Electronic Equipment,0.7174763822957797
36194,53-7051.00,Industrial Truck and Tractor Operators,Repairing and Maintaining Mechanical Equipment,1.0546877522603213
36195,53-7051.00,Industrial Truck and Tractor Operators,Resolving Conflicts and Negotiating with Others,-0.4493111101051325
36196,53-7051.00,Industrial Truck and Tractor Operators,Scheduling Work and Activities,0.33867037196738997
36197,53-7051.00,Industrial Truck and Tractor Operators,Selling or Influencing Others,0.9021158374085899
36198,53-7051.00,Industrial Truck and Tractor Operators,Staffing Organizational Units,0.6769259774329643
36199,53-7051.00,Industrial Truck and Tractor Operators,Thinking Creatively,-0.9163208270491682
36200,53-7051.00,Industrial Truck and Tractor Operators,Training and Teaching Others,-0.12068113449621515
36201,53-7051.00,Industrial Truck and Tractor Operators,Updating and Using Relevant Knowledge,-0.9048531649788533
36202,53-7051.00,Industrial Truck and Tractor Operators,Working with Computers,-0.1835438006322946
36203,53-7061.00,Cleaners of Vehicles and Equipment,Analyzing Data or Information,-0.8523709015747689
36204,53-7061.00,Cleaners of Vehicles and Equipment,Assisting and Caring for Others,0.22107381536784051
36205,53-7061.00,Cleaners of Vehicles and Equipment,Coaching and Developing Others,0.22768709661387973
36206,53-7061.00,Cleaners of Vehicles and Equipment,Communicating with People Outside the Organization,-0.5700673280369442
36207,53-7061.00,Cleaners of Vehicles and Equipment,"Communicating with Supervisors, Peers, or Subordinates",-0.7520953072718938
36208,53-7061.00,Cleaners of Vehicles and Equipment,Controlling Machines and Processes,0.3613476094689315
36209,53-7061.00,Cleaners of Vehicles and Equipment,Coordinating the Work and Activities of Others,-0.5330249232484793
36210,53-7061.00,Cleaners of Vehicles and Equipment,Developing Objectives and Strategies,-0.30292990434817746
36211,53-7061.00,Cleaners of Vehicles and Equipment,Developing and Building Teams,0.4453294255270311
36212,53-7061.00,Cleaners of Vehicles and Equipment,Documenting/Recording Information,-0.6479170951238389
36213,53-7061.00,Cleaners of Vehicles and Equipment,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.05374853403075784
36214,53-7061.00,Cleaners of Vehicles and Equipment,Establishing and Maintaining Interpersonal Relationships,-0.5132596843384186
36215,53-7061.00,Cleaners of Vehicles and Equipment,"Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.39940077503706095
36216,53-7061.00,Cleaners of Vehicles and Equipment,Evaluating Information to Determine Compliance with Standards,-1.062906475058724
36217,53-7061.00,Cleaners of Vehicles and Equipment,Getting Information,-1.68719248857588
36218,53-7061.00,Cleaners of Vehicles and Equipment,"Guiding, Directing, and Motivating Subordinates",0.1917616727119488
